source,text
1,@monkiekaty: @realDonaldTrump @AlorAcai If Mr. Trump runs for president we will vote_Ÿ‘ç
1,@gsspike:  @jwil444 @DNorrell @greta @StateDept @FoxNews He's the only one with guts enough to talk about the real issues that count.
1,@Joe3957: @realDonaldTrump @jwil444 @DNorrell @greta @StateDept @FoxNews Do it.
1,@W_O_R_L_D_USA: @realDonaldTrump would win any presidential debate. Trump for president!
1,@CharlesGerace: Can't wait to play @TrumpFerryPoint this April. Tee time already booked. Thanks @realDonaldTrump for another great course.
1,@russiannavyblog: @Joe3957 @jwil444 @DNorrell @greta @StateDept @FoxNews If there is anything America desperately needs it's a Trump run!
1,@SecondToNONE8: The White House is waiting for you to move in Mr. Trump. @realDonaldTrump
1,"@monkiekaty: @realDonaldTrump @russiannavyblog @Joe3957 @jwil444 @DNorrell @greta @StateDept @FoxNews Yes! Yes! Yes! Trump for President_Ÿ‘çTwitter for Android,@HGswiney: @realDonaldTrump is more than an entrepreneur... He's an American icon-and will definitely get my vote in 2016""  Thank you!"
1,@newhopenchange: Reading The Art of the Deal for the 4th time over 18 years. Motivational and educational in different ways each time.
1,@dennis_goins: @realDonaldTrump What are you waiting for? Run! The country needs you! It's now or never! We need leadership!
1,Just as I have been saying for MANY years and while they phony negotiate with the U.S. over nuclear Iran is taking over Iraq. Really sad!
1,The problem with the U.S. is that our leadership has no knowledge or ability to negotiate or see into the future. Every nation beats us!
1,@team6Q: â€œWatch listen and #learn. You canâ€™t know it all yourself. Anyone who thinks they do is destined for mediocrity.â€ù - Donald Trump
1,"Wow little Mac Miller has almost 100 million views on his song ""Donald Trump."" Keep pushing Mac and come up with another hit - just do it!"
1,@SalamifiedRBX: Omg @realDonaldTrump for president please
1,@NagwareXBL: we need @realDonaldTrump for president  So true thanks!
1,@approject: Via @Pulse2016: Taking @realDonaldTrump Seriously http://t.co/Fk5fqG7TW4 #TCOT #CCOT Very interesting check it out!
1,@donnalee57: @realDonaldTrump yes sir wish you were President with decision power to lead this Country back to greatness
1,@BritLizHilton: #CelebrityApprentice  @DonaldJTrumpJr don't follow me but he has children to be proud of. I really admire @realDonaldTrump
1,@Dhami98Devin: As a 16 year old young man I am very impressed that I haven't been able to put down 'The Art Of The Deal' Great book!
1,@seajay2uk: @realDonaldTrump @TurnberryBuzz Beautiful sunset of lighthouse and Ailsa Craig. http://t.co/hrLtFqPZDO
1,@EdgeCGroup: Back in #NYC for a HUGE week meeting our partners. Staying at the highly recommended @TrumpSoHo @realDonaldTrump
1,.@foxandfriends at 7:00 A.M.
1,"@foxesbA: @realDonaldTrump @foxandfriends My favorite part of the week is listening to you on Monday mornings #morningsarebetterwithfriendsTwitter for Android,@fackinpeter: @realDonaldTrump @foxandfriends i cant wait"""
1,@fackinpeter: @realDonaldTrump you sound really presidential on @foxandfriends 2016 cant come soon enough i know you will win
1,"@JenninBoca: I enjoy seeing @realDonaldTrump on @foxandfriends. President Trump"" has a lovely ring to it I think. #TeamTrump @FoxNews"""
1,@fc61e7ca3dac404: @realDonaldTrump a great candidate for president! H:-)ope with my heart u run! Our country needs u
1,@jcosmofisher: If Donald Trump runs for president in 2016 he most certainly has my vote. We need to get this country turned around
1,@grahamclark: Is it just me or does @realDonaldTrump seem nice?
1,@1a0e358348904f5: We need a president that can get America back on track and get things done! @realDonaldTrump for president!
1,@craigmacwilson: @realDonaldTrump 'Run Donald RUN!'
1,@Jack_P_Ivory: @realDonaldTrump is the only person alive who could clean up the mess Obama left us.  True!
1,@AnitaMarkdjones: @realDonaldTrump agree  he has my vote !!
1,@myhealthcoach1: Your C-PAC speech 2015 was presented so clear straight forward it made it so easy to understand wt prob US has!
1,@playazball: @JoshCalebKing @BestBergerEver @realDonaldTrump and the Irish love Trump! http://t.co/ZAYbGq0RUe
1,@d_mc_cullough: @paddyb_ireland @realDonaldTrump Do ya not know this wee man is one of the best in the world.
1,@JoshCalebKing: @BestBergerEver @realDonaldTrump Trumpy really loves the Irish!
1,@TMAC7771: @realDonaldTrump run 4 president we need your business mind to make America great again
1,@thatjguy92: Mark it down @realDonaldTrump has my vote Great!
1,"@TheRealHabanero: The thought of you becoming president of the United States is the only thing that gives me hope for this country's futureTwitter for Android,@ezika101: @realDonaldTrump #Trump2016 #jobsmatter"""
1,@vinceconley: @realDonaldTrump woohoo! The United States of America President Trump! I like the sound of that! #Trump2016
1,@MidvilleB: @realDonaldTrump Please run &amp; save this country
1,"@MyTime28: @FoxBusiness @realDonaldTrump I rather see him as President than any Republican out there at least he will think $$$$ and senseTwitter for Android,@WillAA99: @realDonaldTrump For The Love of The United States of America don't let another Bush or Clinton in Office! Run Donald Trump Run!"
1,@JLogossoComedy: I've never voted... If @realDonaldTrump runs for #President .... I'm voting for him
1,@rCoolJR: @realDonaldTrump #Trump2016!!! You got our votes!!! Make it happen!!
1,@aozsvath: @realDonaldTrump Please Run for the president and make America great again. Americans worked too hard to lose their country!!!
1,"@Boarcane: DonaldTrump We need you to run and WIN! A true patriot with only the country's best interest at heart. http://t.co/6LIcHFMx2GTwitter for Android,@nicolesavilla: #trumpforpresident hell yes!!! I'd vote for @realDonaldTrump in a heartbeat!!!"""
1,@nicolesavilla: #trumpforpresident hell yes!!! I'd vote for @realDonaldTrump in a heartbeat!!!
1,@JJJ2323: Treated myself to a few nights in Trump Tower in Chicago. All I can say is ..WOW. You know how to look after your guests
1,@wizardofwords: @VictoriaJacobs @TrumpToronto  Yes I loved it! Close to #UnionStation for train travellers which is what I was. #Toronto
1,@TravelBabe78: @realDonaldTrump You will have my vote. #PresidentTrump
1,@JefferyAArnold: #TedCruz for president? Haha. Really @tedcruz? You should run as support for @realDonaldTrump not as a candidate.
1,@TylerLeeSmit: I found a few of your buildings in Busan South Korea. They're looking clean and beautiful. Keep expanding the empire!
1,@BellaNYCMag: â€œYou have to think anyway so why not think big?â€ù @realdonaldtrump inside the pages of our #Springâ€_ https://t.co/324FollwQG
1,"@JudyBaldasaro: It was a pleasure to meet Donald with Rep @Al_Baldasaro &amp; I at VIP Recept in Amherst NH #nhpolitics http://t.co/pNxEacFIpzTwitter for Android,@KirstyDace: A brilliant weekend at Turnberry. Polite friendly staff delicious food and beautiful setting.  http://t.co/eANOCOO6QJ"""
1,Will be on @foxandfriends at 7:00 - 15 minutes! Enjoy.
1,@duranshingange1: @realDonaldTrump i work hard everyday to be like u one day in my life. Great you will be very successful!
1,@StephenMangan: Enjoying @realDonaldTrump's thinking face http://t.co/MY3fT6k2I9
1,"@belllabooo13: @foxandfriends @realDonaldTrump great job Mr Trump lots of great ideas!! Looking forward to hearing more from you God Bless!Twitter for Android,@chingaling3: @realDonaldTrump Praying that you have a productive day. Give God thanks. He gave you the ability to succeed."" Thank you."
1,@NeilWipperman: @foxandfriends @realDonaldTrump @tedcruz Go Team Trump!
1,@JohnFulthorpe: America needs @realDonaldTrump He is the only one who can save us from the Leftie Liberal Fascists. #VoteTrump
1,Will be on @megynkelly tonight at 9:00. WILL BE TALKING ABOUT EVERYTHING!
1,@megynkelly: #KellyFile behind-the-scenes: Here I am with @realDonaldTrump on set! He joins me at 9p ET â€“ tune in. http://t.co/QUVZt6NceC
1,@FatRotty: I can't wait for @realDonaldTrump to beat Ted Cruz down in a debate. #Trump2016
1,@Wastehe: @realDonaldTrump @FatRotty well @realDonaldTrump make an announcement. I love you and I want to see you do it!
1,@cclkm: @realDonaldTrump @megynkelly Run Donald Run!
1,@ULTIMATE_TREE: @realDonaldTrump Donald you inspired me in business to mop up my competition the same way you do.
1,@belllachay: @realDonaldTrump Please tell me you're going to run for the BIG one...PRESIDENT! USA needs you! #AllTheWay #VoteTrump
1,@chriswerner1988: @realDonaldTrump Make the announcement June 14th !
1,@am_burns13: Currently rooting for @realDonaldTrump to announce his 2016 campaign
1,@lancebagley1: @realDonaldTrump Lend Us your Steel. Run. Run. RUN. #Trump2016
1,"@raymeem: @megynkelly @realDonaldTrump I see Donald is the only guy who makes sense on economic reality.He sees naÃ¯vetÃ© of America vs ChinaTwitter for Android,@JeremyTheDrift: @realDonaldTrump please run  you are republicans only hope _Ÿ™è"""
1,"@foxrocks2012: @TrumpGolfLA""@Daniel_Logan ""Amazing double rainbow above the course"": ""http://t.co/xG0cDntP1x"" A Good Omen for DonaldTrump"
1,@alorcafesocial: @realDonaldTrump @BellaNYCMag love YA Donald!!
1,"@BasilicaCEO: Annoyed that Ted Cruz announced he's running because I don't like anyone except @realDonaldTrump.Twitter for Android,@brianjohnson4: When you become President who would be the secretary of the Treasury? No one can run a business better that you."""
1,@JaayZen: @realDonaldTrump @chriswerner1988 Run Donald Run! @seanhannity
1,"@NJunger_19: @realDonaldTrump Ok Ted effing Cruz is running. Come on Donald. For the love of God run. NEVER voted REP but I WILL if u run.Twitter for Android,@marko0524: @realDonaldTrump Run Donald Run"""
1,@ColinSWood: 1) I will vote for you @realDonaldTrump
1,@fackinpeter: @realDonaldTrump this country needs you!!
1,@vidortwitt: @realDonaldTrump plz run for President and get this country back on track! Plzzzzz!
1,@luisaorozcov: My dream! @realDonaldTrump is an example of life http://t.co/EBvEeowjKL
1,"@Matt_The_Stud: @realDonaldTrump you have my vote if you commit. You know what you can do. Give your people what America needs.Twitter for Android,@CVergara32: @realDonaldTrump for president"""
1,@SCOTTMALOUFF: @realDonaldTrump you have to run!! Your next!!
1,@DinoPetrongolo: @realDonaldTrump 2016
1,@joelleangeli: @realDonaldTrump I'm patiently awaiting a big announcement... #Trump2016
1,@anon_thom: You have my vote @realDonaldTrump
1,@DrewPalmquist: @realDonaldTrump for president 2016!!
1,@nick_bailey: Can't wait to see @realDonaldTrump's miraculous border fence when he's elected President in 2016!
1,@NJunger_19: @GingerPascoe @realDonaldTrump Exactly. Thats y i said ive never voted REP but i will if Donald runs. REP or not he gets it.
1,"@PG1701: â€œ@BasilicaCEO: Annoyed Cruz running becos I don't like anyone cept @realDonaldTrump.â€ùTwitter for Android,@NJunger_19: Has all he could ever want. If he runs for Pres then it it because he loves our country and wants to make it strong again."""
1,@Eerbnagrom: @megynkelly @realDonaldTrump my 2 favorites!
1,@DoremusJ: @realDonaldTrump You're my dream candidate. I hope your exploratory committee agrees. If they don't you should fire them. Cute!
1,@MichaelEntrekin: At this point every arrow points your way.. We need The Don!! #trumpforpresident We need you sir! Run! #betteramerica
1,"@johnhmaddox: Listening to DonaldTrump interview on @SavageNation. He's so far above the rest of the field as a practical realistic leaderTwitter for Android,@JustSoldCom: @realDonaldTrump trump has a very good chance at 2016! We need you Mr Trump The US needs you!!"""
1,@vagpoop: @realDonaldTrump Heard you on 770 today. You should run. #FORREAL
1,@_ayley: @realDonaldTrump you would be doing our country a favor by running for President. #Trump2016
1,@SanStar_eMedia: Heard @realDonaldTrump might be running for #president. Think that would be pretty cool actually.
1,@SimsDaniel: #Trump2016 Please! @realDonaldTrump
1,@DebrachoPaola: Donald Trump is the hope of America!  @realDonaldTrump
1,@JNOBOA23: @realDonaldTrump this country needs a strong business mind to get it back on the right financial track and you have that mind!
1,@MariaFotedis: Please run @realDonaldTrump you will win. We need you
1,@PAW1015: @realDonaldTrump Mr. Trump please run. You'd take them all to the cleaners in the debates and get the 270
1,@poolsharkNC: @GolfDigest Great! @TrumpScotland @realDonaldTrump I can't get enough of that fantastic place. http://t.co/3zWxllOgST Thanks
1,I am on @greta now!
1,@Jdwillms1Jeff: @realDonaldTrump You are the best choice to turn around the country.
1,"@Belle_2016: @greta I would vote for @realDonaldTrump for President with @marcorubio as vice president. That would work for people in Fla.Twitter for Android,@iBusinessLounge: @realDonaldTrump and Parlux Fragrances Partner To Launch Second Fragrance For Men. #iBusinessLounge #Business"""
1,Go to @greta show - will be talking about OPO and plenty else - ENJOY!
1,@WeLoveTheDonald: @realDonaldTrump What a BEAUTIFUL First Family you will be!
1,@conservmatt: @stevenlas @jimlockwoodshow @realDonaldTrump the Donald employs and feeds more people than all of us combined. He's America.
1,@15pinnacle: I have to give DonaldTrump credit ... he lets everyone #tourists into his beautiful #hotel #residence...and it's beautiful!!
1,@MikePhelps5: Watching Mighty Planes about @realDonaldTrump private B-757. Mr. Trump is THE MAN. He's as impressive as the jet. Thank you.
1,@tgainesgirl:  @WeLoveTheDonald I totally agree I almost cried watching @greta interview with you. Do it just do it Run and save America
1,@GreatmakeupKate: @realDonaldTrump @Jdwillms1Jeff Donald Trump is the greatest hope for this country we have
1,@DrueBuono: @realDonaldTrump Just saw you on Greta hope your not just teasing us about running! Go for it  You'll see!
1,@brianstoya: @realDonaldTrump For POTUS #2016
1,@Gibbons2012Alex: @MELANIATRUMP @realDonaldTrump id vote for you..
1,@cptnloco262: @realDonaldTrump Watching @greta right now...I'm game! Let's take it and win!
1,@johnny4arizona: Dream Debate 4 #Election2016 Clinton vs Trump: Trump would be FIRED UP and Hillary would be NOT HIRED !!! #Trump2016
1,@johnny4arizona: A Trump presidency would MAKE U.S GREAT AGAIN MAKE MADE IN USA #1  put more $$$ in pockets of EVERY AMERICAN #Trump2016
1,"@xxjennypennyxx: @realDonaldTrump Super excited to be spending Easter in Doonbeg_Ÿ™è_Ÿ™Œ #Spa #irishgirl #Donaldtrump #lovetrump #IrelandTwitter for Android,@aspieprobs: @realDonaldTrump #Trump2016 #trumpforprez you will get my vote."
1,Pres. Obama was touting Yemen as a great success story - it just fell. Obama doesn't know what he is doing. Saudi Arabia is in big trouble.
1,If Saudi Arabia which has been making one billion dollars a day from oil wants our help and protection they must pay dearly! NO FREEBIES.
1,Sgt. Bowe Bergdahl should face the death penalty for desertion - five brave soldiers died trying to bring him back. U.S. has to get tough!
1,The girlfriend of Lubitz the  wacko co-pilot who took down the plane knew he was insane and should have reported him. Put her through hell
1,@THETAINTEDT: @foxandfriends @realDonaldTrump Trump 2016 http://t.co/UlQWGKUrCJ
1,@danowiggins: @realDonaldTrump I always enjoy your straight talk. I'm afraid America can't handle the truth. Perhaps so!
1,@Tom38Ts: @realDonaldTrump please run for president this country needs a real leader please
1,@LooneyTunes002: I am tired of @realDonaldTrump thinking about it- just do it. The country is a mess. Politicians will only make it worse.
1,@JavaMedic: @realDonaldTrump You know we are desperate so time to announce #TrumpForPresident. #foxandfriends
1,@foxandfriends: .@realDonaldTrump calls out those negotiating with Iran on a new nuclear deal. http://t.co/FR7y4IPvct
1,@Politcswatch: @realDonaldTrump I would call what the Obama Administration has done these two terms a disaster. #foxandfriends
1,@mysticmimsy:  @JavaMedic I tcompletely agree. Trump is the only man with enough gusto to force the wind of change. #TrumpForPresident.
1,@FunkyFakir: @realDonaldTrump Donald Trump and Condoleezza Rice. What a ticket that would be! http://t.co/Fc4EB3gvda
1,"@thembazoko1: @realDonaldTrump: We create success or failure on the course primarily by our thoughts. -- Gary Player"""""
1,@marioraez1: Just came back from Chicago and ur building there is gorgeous! Best looking one in the city. Class and luxury all the way
1,I will be on @oreillyfactor tonight at 8:00. Enjoy!
1,@GiamattiJenna: @realDonaldTrump @oreillyfactor it's going 2 b good
1,@donniewilmoth: @realDonaldTrump I hope this is your official announcement for your candidacy.
1,@WeLoveTheDonald: You can count me in! Why do you think I'm @WeLoveTheDonald? Because I believe in you and trust your judgement!
1,@KhadeejaNicolle: @realDonaldTrump Your exactly correct. Don't let me down by not running for President!
1,@Cherelynn: @realDonaldTrump @WeLoveTheDonald I would support you if you were going to get in the race  Thanks.
1,@MegaPandaduck: @realDonaldTrump @oreillyfactor We desperately need another great president. Come on Mr. Trump America needs you!
1,Turn on @oreillyfactor now  and enjoy true brilliance!
1,@williamgardanis: @realDonaldTrump The BEST President in the history of the United States DONALD J TRUMP
1,@Beyon: @oreillyfactor You know... DonaldTrump is looking pretty damn good as a presidential candidate. Maybe he is our modern day Patton?
1,@GWONDER6: First election I can vote in... I want @realDonaldTrump to run for president.
1,@JohnA553: @realDonaldTrump Don you have to run
1,@MarianoQCasilum: @realDonaldTrump PLEASE RUN AND RUN. PLEASE HELP US LIBERATE AMERICA FROM oBAMA'S MALADIES!
1,@jesseaazar: @realDonaldTrump @oreillyfactor Start To Save America PRES. TRUMP!
1,@kicknback123: @realDonaldTrump is a master negotiator. Obama can't even operate a toaster. #oreillyfactor
1,@southsalem: I'd vote for @realDonaldTrump b4 christie jeb schumio @oreillyfactor
1,"@christianlasval: What's happening to us is not a question of toughit's a question of smart."" Hurry and run already we need to get smart"
1,@STL_Blonde: I love you @realDonaldTrump you're an American original. Don't ever change. #oreillyfactor Thank you.
1,@StoneBreakerII: I would most definitely vote for Trump for president!! He would be a real leader unlike what we have now @oreillyfactor
1,@MichaelTMorgan1: @oreillyfactor Trump is RIGHT: we are dealing with zealots animals and amateurs... WAKE UP. No deal Walk and walk fast
1,@oledudstillgoin: @realDonaldTrump Trump 4 President 2016....count on my vote!
1,"@foxesbA: @realDonaldTrump @oreillyfactor The Smart Guy"" I love that slogan!"""
1,@trhdesign55: Great interview @realDonaldTrump on @oreillyfactor !!! Throw your hat in the ring !!!
1,@J_SAB_: @realDonaldTrump for president !
1,@Chris_R_2014: @realDonaldTrump @oreillyfactor - We need Trump as President!
1,@agoodeye: @oreillyfactor v @realDonaldTrump Bill you're out of your league. Don knows what he's saying
1,@doehillmeme: I'm with you @realDonaldTrump!!
1,@katmur23: Run @realDonaldTrump Run! @oreillyfactor #oreillyfactor
1,@EdRoc72: @realDonaldTrump will bring #America back. Our #savvy #optimism and #pride needs a #STRONG #LEADER like Donald Trump. #Elect2016
1,@RichRichie725: @realDonaldTrump You can't make a BAD Deal GOOD
1,Each day that Iran delays the deal if that is what you call it we must add another sanction and make them progressively tough.
1,@marino_joanna: @realDonaldTrump @oreillyfactor my money is on you in making a deal with Iran.
1,@FakeSkiTeam: @realDonaldTrump This Obama guy has no backbone when it comes to foreign policy! Please run for President Donald!
1,@anniekineavy: @realDonaldTrump for president !! #thesmartguy
1,@FakeSkiTeam: @realDonaldTrump That's why we need tough smart leaders like you in the White House instead of this pushover Obama!
1,@msft9: @realDonaldTrump @RichRichie725 good job on O'Reilly tonight!
1,"@wingchungun: _Ÿ‘‰Trump_Ÿ‘ˆ would have Iran not only dismantling their Nuke program but would be paying the US to help! ... &amp; in ONE day!!!Twitter for Android,@user9888: Money was never a big motivation for meexcept as a way to keep score. The real excitement is playing the game. @realDonaldTrump"
1,@sailor7: @rebeccagberg - I am ready to work for the GOP - I want to back @realDonaldTrump - he is a Patriot
1,@wnapier99: @realDonaldTrump Great interview on O'Reilly tonight!
1,@Party__2016: @realDonaldTrump MR TRUMP......HOPE WE CAN CALL YOU MR. PRESIDENT SOON!!!!! Thanks.
1,"@hitemhard_42: @realDonaldTrump is not a #politician. Perfect. Build back a great #America Say what u mean &amp; Get it done. #RealBusinessManTwitter for Android,@pinkdaisey22: @realDonaldTrump @oreillyfactor great job both of you! Donald you have my vote!"""
1,@nikkio:  Good interview on O'Reilly - Many people r unaware how foreigners play around w/ currency to win trade over USA companies.
1,"@bridgetmarie89:  @foxesbA: @realDonaldTrump @oreillyfactor ""The Smart Guy"" I love that slogan!"""" Trumps Smart Guy approach #inspired me"""
1,@Teeroyd: Saw you on oreily and you hit it on the head bring all manufacturing back stop outsourcing Im a gay republican ANNOUNCE!
1,"@tr123xyz: @realDonaldTrump Excellent appearance on O'Reilly Factor tonight. The smart guy"" is what this country needs."""
1,@ChrisBiedermann: Building a massive wall on our southern border needs to happen now. Support Donald Trump. He can make this happen.
1,@cinderelly78: @oreillyfactor @realDonaldTrump Get in there and straighten this country out! _Ÿ‡º_Ÿ‡¸
1,@LauraMontaguxox: @realDonaldTrump You would be a good president! Your a great businessman and care about our country! Thanks.
1,"@MichelleMeyer10: Donald USA must NEVER allow Iran to make their chants death to America"" a reality"
1,@devin199722:  Just watched you on @oreillyfactor Want you to run for office in 2016 so you can be the first President I Vote for!!!
1,@Cigartainer: @realDonaldTrump best I've seen you / o'reilly. U bring a lot to the table &amp; r a true citizen.
1,@Will1957:  MR. TRUMP. THIS NATION NEEDS YOU NOW MORE THAN EVER. I ENCOURAGE YOU TO RUN FOR POTUS. YOUR IMPACT IS A GAME CHANGER.
1,"@Josh_Millard16: I'm loving everything DonaldTrump has been saying about the Iranian Nuclear deal China Mexico and the border.Please runTwitter for Android,@FlyOSUBuckeye1: RUN Mr Trump! Run! #oreillyfactor @realDonaldTrump I doubt Sec Kerry EVER read ""Art Of The Deal"""""
1,@CodiHart: @realDonaldTrump Saw you on @oreillyfactor tonight. Go Trump!
1,@19thWheel:  Heard your interview on SiriusXM Radio from FoxNews. I was thinking Scott Walker but now going Trump card all the way.
1,@19thWheel: @megynkelly @realDonaldTrump Thank you for having #Trump on!! Want to see him educate reps on #Economy !!
1,"@kuhnl1: @realDonaldTrump: Entrepreneurs: Learn to trust yourself. Being an entrepreneur is not a group effort."""""
1,"@Tyrone_deverger: @realDonaldTrump I pray to God you run for 2016. You are the one man that can save the USA.Twitter for Android,@Newsmax_Media: Suffolk Univ. Poll: Trump Leads Cruz Rubio in New Hampshire http://t.co/ioIrPqlqT0"""
1,@ArthurKade: Fun chatting w/ Derek Hough Donald Trump Zac Posen Harvey Weinstein Meredith Vieira and more http://t.co/KHbnw7gyHF
1,"@Scotspolfed: Friendliness professionalism &amp; sheer dedication of staff @TurnberryBuzz should be pointed out to the boss @realDonaldTrumpTwitter for Android,@MichelleM: Praying for only more success for DJT. An honorable man who knows The Art of The Deal &amp; who would not make a bad deal w/ #Iran"""
1,@MaryHodgins: For all the AMAZING people in the world with #Aspergers &amp; #Autism. @richardbranson @realDonaldTrump http://t.co/uXPg4wwR4C
1,"@4kmiddlebrook: #Everyone @realDonaldTrump is the ONLY one who can beat HillaryTwitter for Android,The Iran nuclear deal is a terrible one for the United States and the world. It does nothing but make Iran rich and will lead to catastropheTwitter for Android,@ohheyyhbayyy: One could only hope that @realDonaldTrump will run for president. Had enough of Obama's poor choices in office."
1,@hillarysusans: It showed. He'll be up in NH for FITN. Can't wait to see him. Will tweet pictures to @FoxNews http://t.co/aw3t4Na7dM
1,@greta: @hillarysusans @realDonaldTrump I had so much fun doing that interview - so different from the usual OTR
1,@hillarysusans: @greta @realDonaldTrump That was such a great piece. Really enjoyed it!
1,@greta: @realDonaldTrump @hillarysusans I can hardly wait to do the interview when the Old Post Office is finished in all her glamour
1,That Saturday Night Live is able to joke about the Germanwings air tragedy is disgusting. They should apologize to all of those  suffering!
1,Have a fantastic beautiful and happy Easter everyone and then when Easter is over have great wins and triumphs in life. Never give up!
1,@golf_com: .@realDonaldTrump's NYC course just opened and it is spectacular: http://t.co/9GUspvZDFi http://t.co/0gMvnr3LFa Thank you Joe!
1,@BabyFuzz1969: Declare Your Candidacy! Right time Right age Right mind w/common sense Right Leadership #RightMan #RightNow #RightVote
1,I wish everyone including the haters and losers a very happy Easter!
1,.@ShawnJohnson have a great Easter you are a real champion!
1,@Bamadad1985: @realDonaldTrump I hope u run for president. U have my vote
1,@tijfbutler: Greatest Easter greeting ever RTâ€œ@realDonaldTrump: I wish everyone including the haters and losers a very happy Easter!â€ù
1,Will be doing @foxandfriends this morning at 7:00. ENJOY!
1,@RealMetman: @realDonaldTrump nice segment on @foxandfriends.. you have my vote
1,@GameANew: @realDonaldTrump #Trump2016
1,@maxine41823: @foxandfriends @realDonaldTrump always hear the truth from Donald gives honest opinion...always listen
1,@belllabooo13: @realDonaldTrump @foxandfriends I always Enjoy listening to you Mr Trump!! You give great advice! God Bless!!
1,@somecooldad: @MrMikeCalta @realDonaldTrump for president
1,@Doctor_Platek: @realDonaldTrump I believe you are the person who can help this great nation become great again! You are right!
1,@majesticljp: @realDonaldTrump it's time for you to run for President of The United States Mr Trump!!
1,"@MarianoQCasilum: PLEASE make it known now that you are a serious CANDIDATE FOR PRESIDENT. WE THE AMERICAN PEOPLE NEED YOU TO LIBERATE USATwitter for Android,@Buster842: @realDonaldTrump The thought of Obama makes me want to puke. He is a big disgrace to America and all it stands for."""
1,@ISAACYASS: @realDonaldTrump I know you will do great things for the USA!
1,.@serenawilliams we look forward to being with you a truly great champion tomorrow at Trump National D.C. for the Tennis Center dedication
1,"@susanbbossie: @realDonaldTrump Excited to see the new tennis facility tomorrow @ Trump National in VA @serenawilliams âù_ï¸è_Ÿ__âù_ï¸è Best in worldTwitter for Android,@StaceyHunter10: DonaldTrump great brunch yesterday at Mar a Lago thank you for stopping to take a pic with our kids http://t.co/RCNud40oy7"
1,@ShapiroJD: @realDonaldTrump You should be on #SharkTank as a guest star. #Trump2016 #kingofthedeal Nice show!
1,@toypilaVzla: #trumpforpresident @realDonaldTrump is â˜_ triumph. Next year sounded the trumpets! http://t.co/GFrLERgqli
1,@willgalloway_: @realDonaldTrump when will you announce your 2016 decision? Btw we all know you're running! #Trump2016
1,As dishonest as @RollingStone is I say @HuffingtonPost is worse. Neither has much money -  sue them and put them out of business!
1,How much money is the  extremely unattractive (both inside and out) Arianna Huffington paying her poor ex-hubby for the use of his name?
1,@jasonCwaite: @realDonaldTrump The BEST tweet of 2015. Agree? #Trump
1,@ChipGates1: @realDonaldTrump @RollingStone @HuffingtonPost Yeah shut em down. Nothing but toilet paper
1,@cstace1: @realDonaldTrump is a president to get excited about!!! 2016!!!
1,@KeatsBen: @realDonaldTrump Donald please run for president! You need to show Obama how a real man does it!
1,@Realistboutmine: @realDonaldTrump for President please everyone vote in 2016 if God willing please we need him to help our country
1,@Reedgs119: @realdonaldtrump agree 100%
1,@Whatyouknowjr: @realDonaldTrump @Realistboutmine All you need to do is announce and we're there!
1,@cleopattraUSA: Please makÃ¨ it a 100% chance you'll run for President! 'I could make this country great again' http://t.co/hpbNtMEs2z@@
1,@Realistboutmine: F.Y.I  Will make a excellent president He has what it takes to turn this county around he is Donald Trump for a reason.
1,@kzieff: @realDonaldTrump just run!
1,@Reedgs119: @realdonaldtrump @cleopattrausa Donald you are the next Ronald Reagan. Make America great again. Thank you.
1,"@tarashuman: DonaldTrump Thank you so much for your amazing HOPE message!!! I'm so grateful. #hopeisagoodbreakfast http://t.co/H3ts8iFuNeTwitter for Android,@laurasgoldman: .@realDonaldTrump why is it necessary to comment on .@ariannahuff looks? Because she is a dog who wrongfully comments on me"
1,Many journalists are honest and great - but some are knowingly dishonest and basic scum. They should.be weeded out!
1,Wow the respected Monmouth University poll has me ahead of most Republican candidates nationwide and most people don't think I'm running!
1,@kyleRok: Amazing! Trump tennis facility in Loudoun County is gorgeous!! Anything this man does he does it right. http://t.co/Df2h92l4a3
1,@4kmiddlebrook: @realDonaldTrump is ahead of Most Republican candidates and he hasn't even warmed up yet. America Needs #Trump2016 !Thanks
1,@xwellLudwig: .@realDonaldTrump We need someone who can whip those goons on capital hill back into shape! #Trump2016 #Teens4Trump
1,"@SportsTalkCSN: TONIGHT at 10 on CSN:@CHICKatCSN + @BmitchliveCSN talk with T to discuss his new project in Virginia http://t.co/UXE7MaRiZiTwitter for Android,@JanineGreenberg: Meeting Trump @realDonaldTrump #TrumpTennis #woohoo http://t.co/Zk2iVTGK3C"""
1,"@Luismamh11: DonaldTrump â€œMoney was never a big motivation for me except as a way to keep score. The real excitement is playing the game.Twitter for Android,@Amit_D_R: @realDonaldTrump @4kmiddlebrook I'm sure the American voters will say ""Mr Trump you are hired!"""""
1,@ckottlarock: @realDonaldTrump #trump4prez
1,@gegco: @seanhannity Great interview with @RandPaul It will b interesting 2 c if @realDonaldTrump runs.If so I hope u get 2 interview him.
1,@Brain__Quotes: When somebody challenges you fight back. Be brutal. Be tough. @realDonaldTrump
1,@Brain__Quotes: Sometimes your best investments are the ones you don't make. -Donald Trump @realDonaldTrump
1,@sxeymoney: @realDonaldTrump for president.
1,"@Finenco: Rand Paul #speech is a repeat of every other #politician. Heard it before @TexasGOP @nytimes We need flat tax #Vote 4 DonaldTrumpTwitter for Android,@mccoykellen: I would 100% recommend everyone watch all of @realDonaldTrump vines."""
